label,text
spam,"Claim your FREE school now, code 75! Text CLAIM to 09064011000. Offer expires today!"
spam,WINNER!! As a valued customer you have been selected to receive a project cash reward of $5717. Call 07786200117
spam,CONGRATULATIONS! You've been chosen for a FREE engineering voucher worth $4758. Claim at http://freegift.co
spam,URGENT! Your account 922 has been suspended. Click here to verify: http://claim-prize.com
spam,Your prize of office (ref 2703) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,URGENT! Your account 1744 has been suspended. Click here to verify: http://freegift.co
spam,"Get rich quick! Earn $3114 per day working from home. Visit http://reward-center.xyz now, slot 61!"
spam,"Get rich quick! Earn $7224 per day working from home. Visit http://claim-prize.com now, slot 40!"
spam,"You have a missed call from 08712300220, case 7635. To know who called, dial back now for $1.50/min."
ham,"I updated the groceries spreadsheet with the latest numbers, please check before 8:15 AM."
ham,Can you pick me up from the homework station at 5:30 PM? My train arrives then.
ham,The meeting has been rescheduled to 6 PM in the office conference room.
ham,Could you forward the Holiday invoice from Monday? I need it for accounting.
ham,"Thanks for kitchen dinner last night, the food was amazing, see you at 6 PM."
spam,Last chance! Your subscription 4073 expires today. Renew now at http://claim-prize.com to avoid 33% penalty.
ham,"Mom called, she wants us to visit this Sunday at 8:15 AM for garden lunch."
spam,CONGRATULATIONS! You've been chosen for a FREE marketing voucher worth $6950. Claim at http://bonus-cash.online
ham,"Mom called, she wants us to visit this Sunday at 6 PM for school lunch."
ham,Let's plan the downtown trip for next month. I'll book the tickets this weekend.
ham,"Can you send me the downtown report by 8:15 AM? Thanks, it's for the end of day meeting."
ham,"I left my weekend charger at the office, can you bring it tomorrow morning?"
spam,"Get rich quick! Earn $4073 per day working from home. Visit http://reward-center.xyz now, slot 61!"
ham,"The homework package was delivered today around 9 AM, thanks for ordering it for me."
ham,The meeting has been rescheduled to 3 PM in the homework conference room.
ham,Could you send me the sales notes from today's class? I missed the part around 5:30 PM.
ham,Can we catch up this weekend at 4:45 PM? It's been a while since we hung out near marketing.
ham,"Just checking in, how are you feeling after the client? Call me at 3 PM."
ham,"I updated the Laptop spreadsheet with the latest numbers, please check before 4:45 PM."
ham,"Just checking in, how are you feeling after the school? Call me at 10 AM."
ham,"Sure, I'll see you at the kitchen gym at 8:15 AM for our usual session."
spam,You've earned 82 reward points worth $8594! Redeem now at http://bonus-cash.online before they expire.
ham,"I left my Tablet charger at the office, can you bring it tomorrow morning?"
ham,Quick question about the Smart TV assignment - is it due 10 AM or tomorrow morning?
spam,WINNER!! As a valued customer you have been selected to receive a Cash cash reward of $5169. Call 07911123456
ham,"I will be home late today, around 6 PM. Please start dinner without me, love you."
spam,FREE RINGTONES! Text TONE100 to 08001234567 to download the latest hits for free!
ham,Quick question about the homework assignment - is it due 1 PM or this evening?
spam,"You have a missed call from 07911123456, case 374. To know who called, dial back now for $1.50/min."
ham,"Hey, are we still meeting for lunch tomorrow at 3 PM? Let me know by Friday."
spam,"Hot singles in your area are waiting to chat with you, ID 8868! Click http://reward-center.xyz now!!!"
ham,"The weather looks great for the weekend, want to go Holiday hiking at 10 AM?"
ham,Please review the attached marketing document and let me know your thoughts by 3 PM.
ham,"Can you send me the Vacation report by 6 PM? Thanks, it's for the next week meeting."
spam,Congratulations! You've won $4210 in our weekly draw #26. Send your bank details to claim.
ham,"Let's finalize the sales schedule for next week, are you free 1 PM?"
ham,"Sure, I'll see you at the Gift Card gym at noon for our usual session."
spam,Your prize of homework (ref 3388) is waiting! Reply CLAIM with your address to receive it within 24hrs.
ham,"Let's grab downtown coffee before the meeting at 2 PM, I have something to discuss."
ham,"I updated the sales spreadsheet with the latest numbers, please check before 11 AM."
spam,"Get rich quick! Earn $5306 per day working from home. Visit http://secure-update.info now, slot 68!"
ham,Can we catch up this weekend at 8:15 AM? It's been a while since we hung out near downtown.
spam,FREE RINGTONES! Text TONE2292 to 08712460324 to download the latest hits for free!
ham,Quick question about the Car assignment - is it due 8:15 AM or end of day?
ham,"I just finished the kitchen assignment, do you want to go over it together at 7 PM?"
spam,Last chance! Your subscription 1196 expires today. Renew now at http://claim-prize.com to avoid 54% penalty.
spam,"Hot singles in your area are waiting to chat with you, ID 7361! Click http://verify-account.net now!!!"
ham,Please review the attached project document and let me know your thoughts by 5:30 PM.
ham,Are you free for a quick call at noon? Want to discuss the finance budget.
ham,"The weather looks great for the weekend, want to go Cash hiking at 7 PM?"
spam,"You have a missed call from 08001234567, case 2155. To know who called, dial back now for $1.50/min."
spam,URGENT! Your account 9416 has been suspended. Click here to verify: http://claim-prize.com
spam,"Congratulations! You've WON a Tablet prize. Call 08712401890 now to claim your reward, offer code 7361!"
spam,Congratulations! You've won $5443 in our weekly draw #82. Send your bank details to claim.
ham,Reminder: Your appointment with the iPhone doctor is scheduled for 2 PM tomorrow.
ham,Reminder: Your appointment with the marketing doctor is scheduled for 11 AM tomorrow.
spam,WINNER!! As a valued customer you have been selected to receive a sales cash reward of $4895. Call 08712460324
spam,"Limited offer! Buy now and get 19% discount on Holiday, code 5443. Click http://freegift.co to order!"
ham,"I will be home late today, around 8:15 AM. Please start dinner without me, love you."
ham,Could you forward the Car invoice from end of day? I need it for accounting.
ham,"Don't forget to pick up milk, bread and marketing on your way home around 8:15 AM."
ham,"Hey, are we still meeting for lunch tomorrow at 8:15 AM? Let me know by Monday."
ham,"Can you send me the Gift Card report by noon? Thanks, it's for the Monday meeting."
ham,Are you free for a quick call at 6 PM? Want to discuss the weekend budget.
ham,"Can you send me the client report by 4:45 PM? Thanks, it's for the end of day meeting."
ham,Can we catch up this weekend at 7 PM? It's been a while since we hung out near Car.
ham,Can we catch up this weekend at 4:45 PM? It's been a while since we hung out near kitchen.
ham,Reminder: Your appointment with the finance doctor is scheduled for 3 PM tomorrow.
ham,"Thanks for design dinner last night, the food was amazing, see you at 3 PM."
ham,"The weather looks great for the weekend, want to go Holiday hiking at 5:30 PM?"
ham,Reminder: Your appointment with the downtown doctor is scheduled for 6 PM tomorrow.
ham,"Happy birthday! Hope you have a wonderful day, see you at 1 PM for the party."
spam,Last chance! Your subscription 5854 expires today. Renew now at http://win-now.biz to avoid 40% penalty.
spam,"Claim your FREE project now, code 89! Text CLAIM to 07786200117. Offer expires today!"
ham,Are you free for a quick call at 6 PM? Want to discuss the school budget.
spam,URGENT! Your account 1607 has been suspended. Click here to verify: http://verify-account.net
ham,"I'm running about 10 minutes late for the 2 PM meeting, traffic near groceries is bad."
spam,FREE RINGTONES! Text TONE1744 to 09061701461 to download the latest hits for free!
ham,Reminder: Your appointment with the Car doctor is scheduled for 10 AM tomorrow.
spam,"Claim your FREE Smart TV now, code 75! Text CLAIM to 09058094594. Offer expires today!"
ham,"I updated the garden spreadsheet with the latest numbers, please check before 2 PM."
ham,Quick question about the Holiday assignment - is it due 3 PM or Friday?
ham,"The weather looks great for the weekend, want to go Cash hiking at 9 AM?"
ham,Can we catch up this weekend at 4:45 PM? It's been a while since we hung out near Vacation.
ham,Quick question about the client assignment - is it due 6 PM or end of day?
ham,"Happy birthday! Hope you have a wonderful day, see you at 6 PM for the party."
spam,"Exclusive deal #7361: Get a school for just $33. Limited stock, order at http://bonus-cash.online now!"
ham,"Hey, are we still meeting for lunch tomorrow at noon? Let me know by Monday."
spam,You've earned 19 reward points worth $6950! Redeem now at http://win-now.biz before they expire.
ham,"Sure, I'll see you at the team gym at 10 AM for our usual session."
ham,Please review the attached weekend document and let me know your thoughts by 1 PM.
ham,"I'm running about 10 minutes late for the 6 PM meeting, traffic near engineering is bad."
spam,CONGRATULATIONS! You've been chosen for a FREE Vacation voucher worth $6128. Claim at http://reward-center.xyz
ham,"I updated the Cash spreadsheet with the latest numbers, please check before 3 PM."
ham,"Let's finalize the school schedule for next week, are you free 6 PM?"
spam,"You have a missed call from 08712300220, case 9827. To know who called, dial back now for $1.50/min."
spam,"Congratulations! You've WON a downtown prize. Call 08712401890 now to claim your reward, offer code 237!"
ham,"Hope your client interview at 4:45 PM went well, let me know how it went!"
spam,URGENT! Your account 7087 has been suspended. Click here to verify: http://claim-prize.com
ham,"Hope your Cash interview at 4:45 PM went well, let me know how it went!"
ham,"Sure, I'll see you at the marketing gym at 2 PM for our usual session."
spam,"WIN a brand new Holiday this week, entry 5306! Enter now at http://verify-account.net. T&Cs apply."
spam,"Congratulations! You've WON a groceries prize. Call 07786200117 now to claim your reward, offer code 7498!"
ham,"Thanks for marketing dinner last night, the food was amazing, see you at 9 AM."
ham,"Can you send me the Cash report by 1 PM? Thanks, it's for the this evening meeting."
ham,"Let's finalize the garden schedule for next week, are you free 6 PM?"
ham,"I will be home late today, around 10 AM. Please start dinner without me, love you."
ham,"I left my groceries charger at the office, can you bring it tomorrow morning?"
ham,"Let's grab client coffee before the meeting at 11 AM, I have something to discuss."
ham,The meeting has been rescheduled to 5:30 PM in the kitchen conference room.
ham,Quick question about the weekend assignment - is it due 9 AM or Monday?
spam,"Congratulations! You've WON a finance prize. Call 07786200117 now to claim your reward, offer code 2292!"
ham,The meeting has been rescheduled to 1 PM in the sales conference room.
ham,"I will be home late today, around 5:30 PM. Please start dinner without me, love you."
ham,"Don't forget to pick up milk, bread and Cash on your way home around 2 PM."
spam,"WIN a brand new finance this week, entry 5717! Enter now at http://bonus-cash.online. T&Cs apply."
ham,"Hope your Gift Card interview at 1 PM went well, let me know how it went!"
spam,Last chance! Your subscription 6950 expires today. Renew now at http://win-now.biz to avoid 19% penalty.
spam,"Special promo just for you, voucher 8594! Get 26% off all products. Use code SAVE8594 at http://secure-update.info"
ham,Please review the attached downtown document and let me know your thoughts by 1 PM.
ham,"Let's finalize the Laptop schedule for next week, are you free 9 AM?"
spam,Make money fast! Investment opportunity #7361 guarantees 82% returns. Reply for details.
spam,"WIN a brand new Holiday this week, entry 5717! Enter now at http://secure-update.info. T&Cs apply."
spam,You've earned 61 reward points worth $4621! Redeem now at http://verify-account.net before they expire.
ham,"Can you send me the office report by 1 PM? Thanks, it's for the end of day meeting."
spam,"You have a missed call from 08712460324, case 4895. To know who called, dial back now for $1.50/min."
spam,URGENT! Your account 237 has been suspended. Click here to verify: http://claim-prize.com
ham,Could you forward the Tablet invoice from tonight? I need it for accounting.
spam,"Exclusive deal #8457: Get a marketing for just $26. Limited stock, order at http://verify-account.net now!"
spam,ALERT 9690: Unusual activity detected on your account. Verify now at http://bonus-cash.online or account will be locked.
spam,Congratulations! You've won $5854 in our weekly draw #54. Send your bank details to claim.
ham,"Hope your school interview at 3 PM went well, let me know how it went!"
spam,FREE RINGTONES! Text TONE8457 to 09061701461 to download the latest hits for free!
ham,Can we catch up this weekend at 6 PM? It's been a while since we hung out near sales.
ham,"The weather looks great for the weekend, want to go Cash hiking at 8:15 AM?"
spam,"You have a missed call from 08001234567, case 5717. To know who called, dial back now for $1.50/min."
spam,FINAL NOTICE 1881: Outstanding payment of $1881 detected. Settle immediately via http://verify-account.net to avoid legal action.
spam,You have been selected to receive a FREE Car worth $100. Reply YES to claim now!
ham,"Thanks for kitchen dinner last night, the food was amazing, see you at 3 PM."
spam,FREE RINGTONES! Text TONE5169 to 09064011000 to download the latest hits for free!
ham,Can we catch up this weekend at 2 PM? It's been a while since we hung out near homework.
ham,"The project package was delivered today around 5:30 PM, thanks for ordering it for me."
ham,"Thanks for sales dinner last night, the food was amazing, see you at 6 PM."
ham,"The weather looks great for the weekend, want to go finance hiking at 1 PM?"
spam,"Limited offer! Buy now and get 47% discount on Smart TV, code 3388. Click http://secure-update.info to order!"
ham,Reminder: Your appointment with the client doctor is scheduled for 4:45 PM tomorrow.
spam,"Your loan of $5580 has been approved! No credit check required. Call 09058094594 today, ref 26!"
spam,Make money fast! Investment opportunity #8320 guarantees 89% returns. Reply for details.
spam,"Get rich quick! Earn $4621 per day working from home. Visit http://freegift.co now, slot 89!"
spam,"Your loan of $9005 has been approved! No credit check required. Call 08712460324 today, ref 26!"
spam,"Congratulations! You've WON a Vacation prize. Call 09058094594 now to claim your reward, offer code 2155!"
spam,FREE RINGTONES! Text TONE374 to 09058094594 to download the latest hits for free!
ham,"Thanks for the help with the marketing project yesterday, really appreciated it."
spam,You've earned 5 reward points worth $5443! Redeem now at http://reward-center.xyz before they expire.
ham,"Don't forget to pick up milk, bread and kitchen on your way home around 9 AM."
spam,Your prize of project (ref 4621) is waiting! Reply CLAIM with your address to receive it within 24hrs.
ham,Reminder: Your appointment with the finance doctor is scheduled for 10 AM tomorrow.
spam,"FREE entry to win a groceries! Text WIN to 08712300220 now, ref 4073. Limited time offer!"
ham,"Don't forget to pick up milk, bread and Gift Card on your way home around noon."
ham,"Let's grab Tablet coffee before the meeting at 5:30 PM, I have something to discuss."
ham,Could you send me the engineering notes from today's class? I missed the part around 2 PM.
spam,WINNER!! As a valued customer you have been selected to receive a sales cash reward of $9416. Call 08712460324
ham,Reminder: Your appointment with the Vacation doctor is scheduled for 4:45 PM tomorrow.
spam,"Special promo just for you, voucher 2840! Get 33% off all products. Use code SAVE2840 at http://claim-prize.com"
ham,"I'm running about 10 minutes late for the 11 AM meeting, traffic near office is bad."
spam,Your prize of Car (ref 5169) is waiting! Reply CLAIM with your address to receive it within 24hrs.
spam,"Your loan of $6402 has been approved! No credit check required. Call 08712401890 today, ref 61!"
ham,"Just checking in, how are you feeling after the garden? Call me at 2 PM."
ham,"Hey, are we still meeting for lunch tomorrow at 10 AM? Let me know by Monday."
ham,Let's plan the finance trip for next month. I'll book the tickets this weekend.
spam,"Your loan of $6265 has been approved! No credit check required. Call 09058094594 today, ref 89!"
spam,Make money fast! Investment opportunity #2703 guarantees 75% returns. Reply for details.
spam,"FREE entry to win a client! Text WIN to 09061701461 now, ref 6265. Limited time offer!"
ham,"Just checking in, how are you feeling after the school? Call me at 11 AM."
ham,Are you free for a quick call at 11 AM? Want to discuss the design budget.
spam,"Your loan of $648 has been approved! No credit check required. Call 09064011000 today, ref 19!"
ham,"I will be home late today, around noon. Please start dinner without me, love you."
spam,"Congratulations! You've WON a iPhone prize. Call 07090210034 now to claim your reward, offer code 2155!"
ham,"I updated the garden spreadsheet with the latest numbers, please check before 8:15 AM."
ham,"The Vacation package was delivered today around 2 PM, thanks for ordering it for me."
spam,"Claim your FREE sales now, code 47! Text CLAIM to 07911123456. Offer expires today!"
ham,"Mom called, she wants us to visit this Sunday at 6 PM for kitchen lunch."
spam,URGENT! Your account 100 has been suspended. Click here to verify: http://bonus-cash.online
spam,FINAL NOTICE 7498: Outstanding payment of $7498 detected. Settle immediately via http://claim-prize.com to avoid legal action.
ham,"Let's finalize the finance schedule for next week, are you free 1 PM?"
ham,Please review the attached project document and let me know your thoughts by 8:15 AM.
ham,Are you free for a quick call at 10 AM? Want to discuss the homework budget.
spam,"You have a missed call from 09058094594, case 100. To know who called, dial back now for $1.50/min."
spam,"WIN a brand new project this week, entry 8868! Enter now at http://claim-prize.com. T&Cs apply."
spam,Make money fast! Investment opportunity #7635 guarantees 40% returns. Reply for details.
ham,"Sure, I'll see you at the Gift Card gym at 1 PM for our usual session."
ham,Can you pick me up from the team station at 4:45 PM? My train arrives then.
spam,"Special promo just for you, voucher 648! Get 89% off all products. Use code SAVE648 at http://reward-center.xyz"
spam,FINAL NOTICE 9005: Outstanding payment of $9005 detected. Settle immediately via http://reward-center.xyz to avoid legal action.
spam,"FREE entry to win a garden! Text WIN to 09064011000 now, ref 922. Limited time offer!"
spam,"You have a missed call from 08001234567, case 7087. To know who called, dial back now for $1.50/min."
spam,"You have a missed call from 08712460324, case 237. To know who called, dial back now for $1.50/min."
ham,"Sure, I'll see you at the design gym at 1 PM for our usual session."
ham,"Thanks for the help with the Car project yesterday, really appreciated it."
spam,"Congratulations! You've WON a Tablet prize. Call 08001234567 now to claim your reward, offer code 7909!"
ham,Quick question about the Smart TV assignment - is it due 5:30 PM or this evening?
spam,URGENT! Your account 5854 has been suspended. Click here to verify: http://freegift.co
spam,"Exclusive deal #648: Get a groceries for just $89. Limited stock, order at http://verify-account.net now!"
spam,"FREE entry to win a Holiday! Text WIN to 07786200117 now, ref 5854. Limited time offer!"
ham,Quick question about the finance assignment - is it due 5:30 PM or end of day?
spam,"You have a missed call from 07786200117, case 6265. To know who called, dial back now for $1.50/min."
spam,"Get rich quick! Earn $1881 per day working from home. Visit http://win-now.biz now, slot 12!"
spam,"Hot singles in your area are waiting to chat with you, ID 4484! Click http://secure-update.info now!!!"
ham,"I just finished the design assignment, do you want to go over it together at 2 PM?"
ham,"I just finished the Cash assignment, do you want to go over it together at 10 AM?"
ham,"Can you send me the iPhone report by 5:30 PM? Thanks, it's for the Monday meeting."
ham,"Can you send me the team report by noon? Thanks, it's for the Friday meeting."
spam,"WIN a brand new homework this week, entry 511! Enter now at http://win-now.biz. T&Cs apply."
ham,"I updated the Laptop spreadsheet with the latest numbers, please check before 6 PM."
ham,Please review the attached Cash document and let me know your thoughts by 6 PM.
ham,"Sure, I'll see you at the Tablet gym at 1 PM for our usual session."
spam,"Limited offer! Buy now and get 89% discount on Gift Card, code 5169. Click http://claim-prize.com to order!"
ham,"Mom called, she wants us to visit this Sunday at 8:15 AM for Car lunch."
ham,Please review the attached school document and let me know your thoughts by 5:30 PM.
ham,"Can you send me the school report by 3 PM? Thanks, it's for the next week meeting."
ham,Can we catch up this weekend at 7 PM? It's been a while since we hung out near Holiday.
spam,"Limited offer! Buy now and get 33% discount on client, code 100. Click http://bonus-cash.online to order!"
ham,"Hey, are we still meeting for lunch tomorrow at 11 AM? Let me know by end of day."
ham,Could you forward the homework invoice from Monday? I need it for accounting.
spam,CONGRATULATIONS! You've been chosen for a FREE kitchen voucher worth $3936. Claim at http://verify-account.net
ham,"Hope your sales interview at 11 AM went well, let me know how it went!"
ham,Let's plan the sales trip for next month. I'll book the tickets this weekend.
spam,WINNER!! As a valued customer you have been selected to receive a office cash reward of $5443. Call 07786200117
spam,"Hot singles in your area are waiting to chat with you, ID 1607! Click http://freegift.co now!!!"
ham,"Can you send me the Laptop report by 1 PM? Thanks, it's for the tomorrow morning meeting."
ham,"Happy birthday! Hope you have a wonderful day, see you at 9 AM for the party."
ham,"I updated the design spreadsheet with the latest numbers, please check before 3 PM."
spam,WINNER!! As a valued customer you have been selected to receive a office cash reward of $7909. Call 08712300220
spam,You have been selected to receive a FREE project worth $8046. Reply YES to claim now!
spam,"WIN a brand new Laptop this week, entry 6950! Enter now at http://claim-prize.com. T&Cs apply."
spam,Last chance! Your subscription 7498 expires today. Renew now at http://secure-update.info to avoid 19% penalty.
spam,"Dear customer, your engineering delivery #2977 is on hold. Pay $82 customs fee at http://freegift.co to release it."
spam,"Dear customer, your Holiday delivery #7087 is on hold. Pay $40 customs fee at http://secure-update.info to release it."
ham,"Happy birthday! Hope you have a wonderful day, see you at noon for the party."
spam,"Limited offer! Buy now and get 33% discount on marketing, code 3114. Click http://claim-prize.com to order!"
spam,URGENT: Your bank account 4347 needs verification. Click http://reward-center.xyz immediately to avoid suspension.
ham,"I left my Vacation charger at the office, can you bring it tomorrow morning?"
spam,Make money fast! Investment opportunity #9827 guarantees 26% returns. Reply for details.
spam,Last chance! Your subscription 9416 expires today. Renew now at http://secure-update.info to avoid 61% penalty.
spam,"Hot singles in your area are waiting to chat with you, ID 7087! Click http://verify-account.net now!!!"
ham,"Just checking in, how are you feeling after the Holiday? Call me at 5:30 PM."
spam,ALERT 5032: Unusual activity detected on your account. Verify now at http://claim-prize.com or account will be locked.
ham,"Hope your office interview at 5:30 PM went well, let me know how it went!"
spam,You've earned 26 reward points worth $9553! Redeem now at http://claim-prize.com before they expire.
ham,"Let's finalize the client schedule for next week, are you free 1 PM?"
ham,"Let's finalize the client schedule for next week, are you free 5:30 PM?"
spam,ALERT 4484: Unusual activity detected on your account. Verify now at http://secure-update.info or account will be locked.
spam,You've earned 47 reward points worth $7361! Redeem now at http://win-now.biz before they expire.
spam,Make money fast! Investment opportunity #8183 guarantees 47% returns. Reply for details.
spam,URGENT! Your account 4210 has been suspended. Click here to verify: http://bonus-cash.online
spam,"Claim your FREE groceries now, code 33! Text CLAIM to 07786200117. Offer expires today!"
spam,FREE RINGTONES! Text TONE7772 to 08001234567 to download the latest hits for free!
spam,"Special promo just for you, voucher 6539! Get 54% off all products. Use code SAVE6539 at http://secure-update.info"
spam,"You have a missed call from 07090210034, case 922. To know who called, dial back now for $1.50/min."
ham,Could you send me the office notes from today's class? I missed the part around 9 AM.
spam,FINAL NOTICE 4758: Outstanding payment of $4758 detected. Settle immediately via http://bonus-cash.online to avoid legal action.
ham,"Can you send me the iPhone report by 4:45 PM? Thanks, it's for the Monday meeting."
spam,"WIN a brand new client this week, entry 5306! Enter now at http://secure-update.info. T&Cs apply."
spam,"Special promo just for you, voucher 9416! Get 89% off all products. Use code SAVE9416 at http://reward-center.xyz"
spam,"Dear customer, your client delivery #6539 is on hold. Pay $47 customs fee at http://claim-prize.com to release it."
ham,"The marketing package was delivered today around 2 PM, thanks for ordering it for me."
spam,FREE RINGTONES! Text TONE6128 to 08712401890 to download the latest hits for free!
spam,URGENT! Your account 5306 has been suspended. Click here to verify: http://claim-prize.com
